2019;37;2019.09.13.;0;0 EUR;0;506 320 EUR;0;29 511 205 Ft;9;882 810 Ft;40;66 845 Ft;66;28 495 Ft;152;13 465 Ft;1444;5 000 Ft;1663;5 200 Ft;2463;3 960 Ft;7960;2 570 Ft;17167;2 255 Ft;3;21;22;33;47;2;9
2019;36;2019.09.06.;0;0 EUR;0;1 793 385 EUR;0;30 487 535 Ft;0;1 742 120 Ft;9;94 935 Ft;15;41 415 Ft;48;21 095 Ft;595;6 385 Ft;589;6 995 Ft;1131;5 230 Ft;3224;3 210 Ft;10825;2 570 Ft;21;24;29;30;50;1;5
2019;35;2019.08.30.;0;0 EUR;0;846 843 EUR;0;34 551 220 Ft;1;1 175 190 Ft;27;72 365 Ft;29;33 090 Ft;38;22 225 Ft;734;5 665 Ft;616;7 660 Ft;1343;4 365 Ft;3396;3 585 Ft;10646;2 455 Ft;10;18;32;35;46;3;10
2019;34;2019.08.23.;0;90 000 000 EUR;0;939 388 EUR;0;56 331 390 Ft;1;1 522 450 Ft;9;89 475 Ft;23;40 055 Ft;51;18 350 Ft;679;5 955 Ft;971;5 955 Ft;1277;5 115 Ft;5588;2 570 Ft;13195;2 430 Ft;15;18;19;41;42;4;6
2019;33;2019.08.16.;0;0 EUR;0;2 619 809 EUR;0;66 805 125 Ft;5;1 156 780 Ft;20;75 110 Ft;33;37 745 Ft;155;11 445 Ft;1139;4 595 Ft;2244;4 595 Ft;1556;4 595 Ft;10703;2 110 Ft;16758;2 110 Ft;7;20;35;42;44;3;7
2019;32;2019.08.09.;0;0 EUR;0;1 157 539 EUR;0;29 517 215 Ft;0;1 574 240 Ft;14;83 925 Ft;27;32 370 Ft;29;23 580 Ft;734;6 270 Ft;522;7 920 Ft;1616;4 335 Ft;2851;3 730 Ft;12352;2 690 Ft;2;4;20;21;49;9;10
2019;31;2019.08.02.;0;0 EUR;0;1 036 131 EUR;0;21 137 085 Ft;0;1 718 450 Ft;24;83 520 Ft;39;34 100 Ft;32;25 490 Ft;815;6 330 Ft;438;8 350 Ft;1532;4 420 Ft;2696;3 875 Ft;11468;2 690 Ft;6;11;38;41;44;9;10
2019;30;2019.07.26.;0;0 EUR;0;307 109 EUR;0;88 754 560 Ft;1;1 815 930 Ft;14;85 600 Ft;33;38 785 Ft;36;20 925 Ft;801;5 750 Ft;627;6 935 Ft;1225;4 915 Ft;3625;3 180 Ft;12662;2 370 Ft;3;8;30;46;48;1;3
2019;29;2019.07.19.;0;0 EUR;0;870 522 EUR;0;59 195 525 Ft;0;1 376 625 Ft;13;84 820 Ft;22;41 645 Ft;46;19 160 Ft;728;6 270 Ft;814;6 560 Ft;1056;5 435 Ft;4571;3 150 Ft;13205;2 545 Ft;31;32;45;47;49;7;9
2019;28;2019.07.12.;0;0 EUR;0;540 953 EUR;0;82 765 900 Ft;0;1 724 290 Ft;11;100 920 Ft;14;44 595 Ft;25;22 020 Ft;591;6 850 Ft;631;7 400 Ft;843;5 810 Ft;3986;3 235 Ft;10959;2 660 Ft;31;36;40;42;45;7;9
